version,nthread_per_block,nstep_per_thread,num_steps,runtime
1_4 reduction multi stage,64,256,100000000,0.022677504
1_1 basic,64,1024,100000000,0.020380672
1_3 shared memory and atomic,64,1024,100000000,0.22731264
1_4 reduction multi stage,64,1024,100000000,0.0249088
1_1 basic,64,1024,100000000,0.020619265
1_3 shared memory and atomic,64,1024,100000000,0.22400204
1_4 reduction multi stage,64,1024,100000000,0.024497152
1_1 basic,64,1024,100000000,0.022857727
1_3 shared memory and atomic,64,1024,100000000,0.22641357
1_4 reduction multi stage,64,1024,100000000,0.024491009
1_1 basic,64,1024,100000000,0.021092352
1_3 shared memory and atomic,64,1024,100000000,0.22486835
1_4 reduction multi stage,64,1024,100000000,0.024305664
1_1 basic,64,1024,100000000,0.020170752
1_3 shared memory and atomic,64,1024,100000000,0.22745497
1_4 reduction multi stage,64,1024,100000000,0.02301952
1_1 basic,64,1024,100000000,0.021475328
1_3 shared memory and atomic,64,1024,100000000,0.2277417
1_4 reduction multi stage,64,1024,100000000,0.024459265
1_1 basic,64,1024,100000000,0.021576704
1_3 shared memory and atomic,64,1024,100000000,0.22575514
1_4 reduction multi stage,64,1024,100000000,0.024229889
1_1 basic,64,1024,100000000,0.020301825
1_3 shared memory and atomic,64,1024,100000000,0.22639412
1_4 reduction multi stage,64,1024,100000000,0.025046017
1_1 basic,64,1024,100000000,0.021635073
1_3 shared memory and atomic,64,1024,100000000,0.22546739
1_4 reduction multi stage,64,1024,100000000,0.025894913
1_1 basic,64,1024,100000000,0.021841921
1_3 shared memory and atomic,64,1024,100000000,0.22505574
1_4 reduction multi stage,64,1024,100000000,0.024433664
1_1 basic,128,1,100000000,0.18694554
1_3 shared memory and atomic,128,1,100000000,0.42507776
1_4 reduction multi stage,128,1,100000000,0.043127808
1_1 basic,128,1,100000000,0.18868428
1_3 shared memory and atomic,128,1,100000000,0.42164737
1_4 reduction multi stage,128,1,100000000,0.043475967
1_1 basic,128,1,100000000,0.18837094
1_3 shared memory and atomic,128,1,100000000,0.42138931
1_4 reduction multi stage,128,1,100000000,0.043348991
1_1 basic,128,1,100000000,0.18958438
1_3 shared memory and atomic,128,1,100000000,0.42225153
1_4 reduction multi stage,128,1,100000000,0.041510914
1_1 basic,128,1,100000000,0.18799821
1_3 shared memory and atomic,128,1,100000000,0.42254337
1_4 reduction multi stage,128,1,100000000,0.044127232
1_1 basic,128,1,100000000,0.18862387
1_3 shared memory and atomic,128,1,100000000,0.42108212
1_4 reduction multi stage,128,1,100000000,0.04490752
1_1 basic,128,1,100000000,0.18742989
1_3 shared memory and atomic,128,1,100000000,0.42387149
1_4 reduction multi stage,128,1,100000000,0.04237619
1_1 basic,128,1,100000000,0.18690559
1_3 shared memory and atomic,128,1,100000000,0.42698444
1_4 reduction multi stage,128,1,100000000,0.043296768
1_1 basic,128,1,100000000,0.18799309
1_3 shared memory and atomic,128,1,100000000,0.42506036
1_4 reduction multi stage,128,1,100000000,0.042573826
1_1 basic,128,1,100000000,0.18809753
1_3 shared memory and atomic,128,1,100000000,0.42447256
1_4 reduction multi stage,128,1,100000000,0.043277313
1_1 basic,128,64,100000000,0.019733503
1_3 shared memory and atomic,128,64,100000000,0.38012827
1_4 reduction multi stage,128,64,100000000,0.022330368
1_1 basic,128,64,100000000,0.02013184
1_3 shared memory and atomic,128,64,100000000,0.38023065
1_4 reduction multi stage,128,64,100000000,0.02553344
1_1 basic,128,64,100000000,0.019623936
1_3 shared memory and atomic,128,64,100000000,0.37473996
1_4 reduction multi stage,128,64,100000000,0.022496256
1_1 basic,128,64,100000000,0.019500032
1_3 shared memory and atomic,128,64,100000000,0.3765545
1_4 reduction multi stage,128,64,100000000,0.022363136
1_1 basic,128,64,100000000,0.019612673
1_3 shared memory and atomic,128,64,100000000,0.375978
1_4 reduction multi stage,128,64,100000000,0.023938047
1_1 basic,128,64,100000000,0.019726336
1_3 shared memory and atomic,128,64,100000000,0.37109042
1_4 reduction multi stage,128,64,100000000,0.02297344
1_1 basic,128,64,100000000,0.018523136
1_3 shared memory and atomic,128,64,100000000,0.37636404
1_4 reduction multi stage,128,64,100000000,0.025486336
1_1 basic,128,64,100000000,0.022098944
1_3 shared memory and atomic,128,64,100000000,0.3736658
1_4 reduction multi stage,128,64,100000000,0.022774784
1_1 basic,128,64,100000000,0.021117952
1_3 shared memory and atomic,128,64,100000000,0.36658075
1_4 reduction multi stage,128,64,100000000,0.024925184
1_1 basic,128,64,100000000,0.019647488
1_3 shared memory and atomic,128,64,100000000,0.37426279
1_4 reduction multi stage,128,64,100000000,0.022693888
1_1 basic,128,256,100000000,0.021413889
1_3 shared memory and atomic,128,256,100000000,0.39086694
1_4 reduction multi stage,128,256,100000000,0.023899136
1_1 basic,128,256,100000000,0.019917824
1_3 shared memory and atomic,128,256,100000000,0.38641663
1_4 reduction multi stage,128,256,100000000,0.021368832
1_1 basic,128,256,100000000,0.021047297
1_3 shared memory and atomic,128,256,100000000,0.38817996
1_4 reduction multi stage,128,256,100000000,0.023002111
1_1 basic,128,256,100000000,0.01982976
1_3 shared memory and atomic,128,256,100000000,0.387285
1_4 reduction multi stage,128,256,100000000,0.022452225
1_1 basic,128,256,100000000,0.018676737
1_3 shared memory and atomic,128,256,100000000,0.38841754
1_4 reduction multi stage,128,256,100000000,0.024092672
1_1 basic,128,256,100000000,0.019645439
1_3 shared memory and atomic,128,256,100000000,0.38452634
1_4 reduction multi stage,128,256,100000000,0.024587263
1_1 basic,128,256,100000000,0.020760576
1_3 shared memory and atomic,128,256,100000000,0.3939584
1_4 reduction multi stage,128,256,100000000,0.02356736
1_1 basic,128,256,100000000,0.021052416
1_3 shared memory and atomic,128,256,100000000,0.39191553
1_4 reduction multi stage,128,256,100000000,0.023619583
1_1 basic,128,256,100000000,0.019469313
1_3 shared memory and atomic,128,256,100000000,0.3878533
1_4 reduction multi stage,128,256,100000000,0.025261057
1_1 basic,128,256,100000000,0.020657152
1_3 shared memory and atomic,128,256,100000000,0.39502747
1_4 reduction multi stage,128,256,100000000,0.022653952
1_1 basic,128,1024,100000000,0.022747135
1_3 shared memory and atomic,128,1024,100000000,0.45169766
1_4 reduction multi stage,128,1024,100000000,0.025397247
1_1 basic,128,1024,100000000,0.021557247
1_3 shared memory and atomic,128,1024,100000000,0.44747366
1_4 reduction multi stage,128,1024,100000000,0.024579073
1_1 basic,128,1024,100000000,0.020148224
1_3 shared memory and atomic,128,1024,100000000,0.45107611
1_4 reduction multi stage,128,1024,100000000,0.023504896
1_1 basic,128,1024,100000000,0.022074368
1_3 shared memory and atomic,128,1024,100000000,0.44895029
1_4 reduction multi stage,128,1024,100000000,0.023145472
1_1 basic,128,1024,100000000,0.020235264
1_3 shared memory and atomic,128,1024,100000000,0.45236429
1_4 reduction multi stage,128,1024,100000000,0.026421247
1_1 basic,128,1024,100000000,0.020367359
1_3 shared memory and atomic,128,1024,100000000,0.44902707
1_4 reduction multi stage,128,1024,100000000,0.026131456
1_1 basic,128,1024,100000000,0.021939199
1_3 shared memory and atomic,128,1024,100000000,0.44933121
1_4 reduction multi stage,128,1024,100000000,0.023177216
1_1 basic,128,1024,100000000,0.020320255
1_3 shared memory and atomic,128,1024,100000000,0.4490322
1_4 reduction multi stage,128,1024,100000000,0.023148544
1_1 basic,128,1024,100000000,0.020201471
1_3 shared memory and atomic,128,1024,100000000,0.45003366
1_4 reduction multi stage,128,1024,100000000,0.025736193
1_1 basic,128,1024,100000000,0.023220224
1_3 shared memory and atomic,128,1024,100000000,0.44975616
1_4 reduction multi stage,128,1024,100000000,0.023286783
1_1 basic,256,1,100000000,0.18908774
1_3 shared memory and atomic,256,1,100000000,0.79382526
1_4 reduction multi stage,256,1,100000000,0.044229633
1_1 basic,256,1,100000000,0.18709811
1_3 shared memory and atomic,256,1,100000000,0.79384985
1_4 reduction multi stage,256,1,100000000,0.04502528
1_1 basic,256,1,100000000,0.18883687
1_3 shared memory and atomic,256,1,100000000,0.79453284
1_4 reduction multi stage,256,1,100000000,0.04535091
1_1 basic,256,1,100000000,0.1886423
1_3 shared memory and atomic,256,1,100000000,0.79102979
1_4 reduction multi stage,256,1,100000000,0.043784191
1_1 basic,256,1,100000000,0.18830849
1_3 shared memory and atomic,256,1,100000000,0.80206232
1_4 reduction multi stage,256,1,100000000,0.043529217
1_1 basic,256,1,100000000,0.18745856
1_3 shared memory and atomic,256,1,100000000,0.84528741
1_4 reduction multi stage,256,1,100000000,0.045734913
1_1 basic,256,1,100000000,0.18987213
1_3 shared memory and atomic,256,1,100000000,0.77861993
1_4 reduction multi stage,256,1,100000000,0.045268993
1_1 basic,256,1,100000000,0.18115686
1_3 shared memory and atomic,256,1,100000000,0.76216626
1_4 reduction multi stage,256,1,100000000,0.042950657
1_1 basic,256,1,100000000,0.18081075
1_3 shared memory and atomic,256,1,100000000,0.76231885
1_4 reduction multi stage,256,1,100000000,0.041837566
1_1 basic,256,1,100000000,0.18201703
1_3 shared memory and atomic,256,1,100000000,0.76185498
1_4 reduction multi stage,256,1,100000000,0.042927105
1_1 basic,256,64,100000000,0.019851265
1_3 shared memory and atomic,256,64,100000000,0.97739471
1_4 reduction multi stage,256,64,100000000,0.022447104
1_1 basic,256,64,100000000,0.020343807
1_3 shared memory and atomic,256,64,100000000,0.97220605
1_4 reduction multi stage,256,64,100000000,0.022560768
1_1 basic,256,64,100000000,0.019484673
1_3 shared memory and atomic,256,64,100000000,0.97223065
1_4 reduction multi stage,256,64,100000000,0.022540289
1_1 basic,256,64,100000000,0.020123648
1_3 shared memory and atomic,256,64,100000000,0.96975977
1_4 reduction multi stage,256,64,100000000,0.023058432
1_1 basic,256,64,100000000,0.019682304
1_3 shared memory and atomic,256,64,100000000,0.97156201
1_4 reduction multi stage,256,64,100000000,0.023816193
1_1 basic,256,64,100000000,0.019535872
1_3 shared memory and atomic,256,64,100000000,0.9675274
1_4 reduction multi stage,256,64,100000000,0.022517759
1_1 basic,256,64,100000000,0.019846144
1_3 shared memory and atomic,256,64,100000000,0.97068237
1_4 reduction multi stage,256,64,100000000,0.022343679
1_1 basic,256,64,100000000,0.019705856
1_3 shared memory and atomic,256,64,100000000,0.97097009
1_4 reduction multi stage,256,64,100000000,0.022594561
1_1 basic,256,64,100000000,0.019596289
1_3 shared memory and atomic,256,64,100000000,0.96948224
1_4 reduction multi stage,256,64,100000000,0.022643711
1_1 basic,256,64,100000000,0.01978368
1_3 shared memory and atomic,256,64,100000000,0.97245392
1_4 reduction multi stage,256,64,100000000,0.022919168
1_1 basic,256,256,100000000,0.019579905
1_3 shared memory and atomic,256,256,100000000,1.0136013
1_4 reduction multi stage,256,256,100000000,0.024001535
1_1 basic,256,256,100000000,0.019556353
1_3 shared memory and atomic,256,256,100000000,1.0138163
1_4 reduction multi stage,256,256,100000000,0.02289152
1_1 basic,256,256,100000000,0.02066432
1_3 shared memory and atomic,256,256,100000000,1.0029363
1_4 reduction multi stage,256,256,100000000,0.023550976
1_1 basic,256,256,100000000,0.019565569
1_3 shared memory and atomic,256,256,100000000,1.0110239
1_4 reduction multi stage,256,256,100000000,0.022533119
1_1 basic,256,256,100000000,0.019492865
1_3 shared memory and atomic,256,256,100000000,1.0131896
1_4 reduction multi stage,256,256,100000000,0.022517759
1_1 basic,256,256,100000000,0.019515392
1_3 shared memory and atomic,256,256,100000000,1.0062142
1_4 reduction multi stage,256,256,100000000,0.022540289
1_1 basic,256,256,100000000,0.019459072
1_3 shared memory and atomic,256,256,100000000,1.0130135
1_4 reduction multi stage,256,256,100000000,0.022678528
1_1 basic,256,256,100000000,0.019688448
1_3 shared memory and atomic,256,256,100000000,1.0127442
1_4 reduction multi stage,256,256,100000000,0.023502848
1_1 basic,256,256,100000000,0.019515392
1_3 shared memory and atomic,256,256,100000000,1.0124237
1_4 reduction multi stage,256,256,100000000,0.02348032
1_1 basic,256,256,100000000,0.019608576
1_3 shared memory and atomic,256,256,100000000,1.0139986
1_4 reduction multi stage,256,256,100000000,0.022349825
1_1 basic,256,1024,100000000,0.020477951
1_3 shared memory and atomic,256,1024,100000000,1.0443315
1_4 reduction multi stage,256,1024,100000000,0.023048191
1_1 basic,256,1024,100000000,0.020475904
1_3 shared memory and atomic,256,1024,100000000,1.0434048
1_4 reduction multi stage,256,1024,100000000,0.024296448
1_1 basic,256,1024,100000000,0.020413441
1_3 shared memory and atomic,256,1024,100000000,1.0432307
1_4 reduction multi stage,256,1024,100000000,0.0231168
1_1 basic,256,1024,100000000,0.020281343
1_3 shared memory and atomic,256,1024,100000000,1.0445691
1_4 reduction multi stage,256,1024,100000000,0.023407616
1_1 basic,256,1024,100000000,0.020171776
1_3 shared memory and atomic,256,1024,100000000,1.044225
1_4 reduction multi stage,256,1024,100000000,0.023215103
1_1 basic,256,1024,100000000,0.021276672
1_3 shared memory and atomic,256,1024,100000000,1.0465085
1_4 reduction multi stage,256,1024,100000000,0.02417664
1_1 basic,256,1024,100000000,0.021346304
1_3 shared memory and atomic,256,1024,100000000,1.0467687
1_4 reduction multi stage,256,1024,100000000,0.024209408
1_1 basic,256,1024,100000000,0.020232191
1_3 shared memory and atomic,256,1024,100000000,1.0454467
1_4 reduction multi stage,256,1024,100000000,0.023201792
1_1 basic,256,1024,100000000,0.020324352
1_3 shared memory and atomic,256,1024,100000000,1.0442875
1_4 reduction multi stage,256,1024,100000000,0.023025663
1_1 basic,256,1024,100000000,0.02030592
1_3 shared memory and atomic,256,1024,100000000,1.0434683
1_4 reduction multi stage,256,1024,100000000,0.023229441
